A Number,B Number,Date Time,Duration (sec),Call Type,Tower ID,IMEI,IMSI,Operator Name,Lat,Lng
+91990002040,+91850004460,2025-08-29 21:03:29,6,OUT,Airtel-LDH-002,354809100000462,404000000523654,JIO,30.9250,75.8640
+91700003938,+91850006289,2025-08-30 00:14:52,114,OUT,Airtel-AMB-001,354809104519999,404000000040595,JIO,30.5200,76.6600
+91980003026,+91700009927,2025-08-29 20:18:33,54,OUT,JIO-CHD-004,354809100000364,404000000412788,Airtel,30.7190,76.7620
+91980005802,+91990008835,2025-08-29 10:30:31,22,OUT,JIO-CHD-004,354809100000392,404000000444464,JIO,30.7190,76.7620
+91850011508,+91850008729,2025-08-29 09:09:36,93,OUT,Airtel-AMB-001,354809100000329,404000000373193,Airtel,30.5200,76.6600
+91800010977,+91800002599,2025-08-29 01:55:02,38,OUT,Airtel-AMB-001,354809100000217,404000000246489,Airtel,30.5200,76.6600
+91850004460,+91850006289,2025-08-29 06:48:16,2066,OUT,Airtel-LDH-002,354809100000259,404000000294003,JIO,30.9250,75.8640
+91850006289,+91850009504,2025-08-29 14:04:36,40,IN,Airtel-LDH-001,354809100000280,404000000317760,BSNL,30.9120,75.8530
+91990008835,+91700005168,2025-08-29 20:16:54,8,IN,JIO-CHD-MEET,354809100000532,404000000602844,JIO,30.7380,76.7830
+91800002085,+91980010429,2025-08-29 10:09:13,49,SMS,Airtel-LDH-002,354809100000119,404000000135623,JIO,30.9250,75.8640
+91850010197,+91990005283,2025-08-29 20:24:52,774,OUT,JIO-PTK-001,354809100000322,404000000365274,BSNL,31.3260,75.5760
+91800002085,+91850002311,2025-08-29 09:23:58,110,OUT,Airtel-LDH-002,354809100000119,404000000135623,JIO,30.9250,75.8640
+91800003431,+91800007370,2025-08-29 09:53:19,42,SMS,JIO-LDH-001,354809100000133,404000000151461,JIO,30.8890,75.8210
+91850006926,+91800008226,2025-08-29 10:13:42,99,IN,JIO-LDH-001,354809100000287,404000000325679,JIO,30.8890,75.8210
+91700008195,+91700005168,2025-08-29 02:12:11,26,OUT,Airtel-LDH-002,354809100000077,404000000088109,BSNL,30.9250,75.8640
+91980000676,+91800006894,2025-08-29 17:18:24,516,OUT,BSNL-JAL-001,354809100000336,404000000381112,JIO,30.9530,75.5730
+91980010429,+91850005482,2025-08-29 02:00:53,49,SMS,JIO-LDH-001,354809100000441,404000000499897,JIO,30.8890,75.8210
+91800009044,+91700001883,2025-08-29 02:24:29,39,SMS,Airtel-LDH-002,354809100000196,404000000222732,JIO,30.9250,75.8640
+91990008369,+91850006068,2025-08-29 10:37:54,9,OUT,Airtel-LDH-001,354809100000525,404000000594925,VI,30.9120,75.8530
+91980010429,+91700000306,2025-08-29 16:42:38,69,OUT,Airtel-LDH-002,354809100000441,404000000499897,JIO,30.9250,75.8640
+91800006689,+91700001883,2025-08-29 18:23:37,423,OUT,JIO-LDH-001,354809100000168,404000000191056,JIO,30.8890,75.8210
+91980003026,+91800007370,2025-08-29 05:57:56,41,SMS,JIO-CHD-004,354809100000364,404000000412788,Airtel,30.7190,76.7620
+91850008066,+91850006068,2025-08-29 04:01:51,1789,SMS,JIO-PHR-001,354809100000294,404000000333598,BSNL,31.0150,75.3480
+91990008369,+91990002040,2025-08-29 18:31:32,86,SMS,JIO-CHD-006,354809100000525,404000000594925,VI,30.6940,76.7270
+91980007176,+91800009709,2025-08-29 04:28:04,4,OUT,VI-PTA-001,354809100000406,404000000460302,JIO,30.3750,76.7820
+91990003649,+91850000697,2025-08-29 07:37:31,69,OUT,JIO-CHD-005,354809100000483,404000000547411,JIO,30.7050,76.7450
+91800005262,+91800006894,2025-08-29 11:54:24,50,SMS,JIO-LDH-001,354809100000161,404000000183137,JIO,30.8890,75.8210
+91990010688,+91800000604,2025-08-29 06:06:45,24,IN,JIO-CHD-MEET,354809100000546,404000000618682,JIO,30.7380,76.7830
+91980007956,+91990010724,2025-08-29 10:43:21,287,IN,BSNL-JAL-001,354809100000413,404000000468221,JIO,30.9530,75.5730
+91990008369,+91800007370,2025-08-29 20:11:39,210,OUT,BSNL-JAL-001,354809100000525,404000000594925,VI,30.9530,75.5730
+91990009579,+91700006802,2025-08-29 21:50:17,38,OUT,BSNL-HSP-001,354809100000539,404000000610763,Airtel,31.1050,75.7040
+91850004460,+91800003986,2025-08-29 07:33:49,116,IN,Airtel-LDH-002,354809100000259,404000000294003,JIO,30.9250,75.8640
+91850006926,+91850006068,2025-08-29 07:34:57,441,OUT,JIO-CHD-006,354809100000287,404000000325679,JIO,30.6940,76.7270
+91980005802,+91850005482,2025-08-29 19:44:01,587,OUT,JIO-PHR-001,354809100000392,404000000444464,JIO,31.0150,75.3480
+91850009946,+91800006894,2025-08-30 00:52:57,79,OUT,JIO-CHD-001,354809100000315,404000000357355,JIO,30.7333,76.7794
+91850008066,+91980010429,2025-08-29 04:04:30,1846,OUT,VI-PTA-001,354809100000294,404000000333598,BSNL,30.3750,76.7820
+91850006289,+91800009709,2025-08-29 05:52:28,71,IN,Airtel-LDH-002,354809100000280,404000000317760,BSNL,30.9250,75.8640
+91850006926,+91990006728,2025-08-29 07:25:43,29,OUT,Airtel-LDH-002,354809100000287,404000000325679,JIO,30.9250,75.8640
+91800002085,+91980004860,2025-08-29 21:52:05,22,OUT,Airtel-AMB-001,354809100000119,404000000135623,JIO,30.5200,76.6600
+91980007956,+91980007176,2025-08-29 02:03:17,56,OUT,Airtel-AMB-001,354809100000413,404000000468221,JIO,30.5200,76.6600
+91700005350,+91980000676,2025-08-29 19:29:42,103,IN,JIO-CHD-002,354809100000049,404000000056433,JIO,30.7420,76.7880
+91800002599,+91700000306,2025-08-29 22:14:34,50,SMS,JIO-CHD-HOME,354809100000126,404000000143542,JIO,30.7280,76.7750
+91850008066,+91980003026,2025-08-29 18:07:54,84,IN,BSNL-JAL-001,354809100000294,404000000333598,BSNL,30.9530,75.5730
+91980010429,+91800006689,2025-08-29 10:32:38,38,IN,Airtel-LDH-002,354809100000441,404000000499897,JIO,30.9250,75.8640
+91800008226,+91700006750,2025-08-29 04:53:34,103,IN,JIO-CHD-HOME,354809100000189,404000000214813,JIO,30.7280,76.7750
+91700008714,+91800000604,2025-08-29 14:35:32,90,IN,Airtel-LDH-002,354809100000084,404000000096028,JIO,30.9250,75.8640
+91800002599,+91980008641,2025-08-29 17:58:22,352,SMS,Airtel-LDH-002,354809100000126,404000000143542,JIO,30.9250,75.8640
+91980001661,+91980007176,2025-08-29 12:32:39,20,IN,JIO-CHD-002,354809100000343,404000000389031,JIO,30.7420,76.7880
+91980003026,+91980010429,2025-08-29 18:08:10,462,IN,BSNL-HSP-001,354809100000364,404000000412788,Airtel,31.1050,75.7040
+91700006802,+91980001895,2025-08-29 20:37:19,3,SMS,JIO-CHD-005,354809100000063,404000000072271,Airtel,30.7050,76.7450
+91980010398,+91980004860,2025-08-29 06:39:50,31,SMS,JIO-LDH-001,354809100000434,404000000491978,BSNL,30.8890,75.8210
+91850006068,+91850004460,2025-08-30 00:26:42,103,IN,Airtel-AMB-001,354809100000273,404000000309841,JIO,30.5200,76.6600
+91700007836,+91980007176,2025-08-29 11:24:02,68,IN,JIO-PTK-001,354809104512345,404000000080190,JIO,31.3260,75.5760
+91700003938,+91700001246,2025-08-30 00:35:20,1759,OUT,JIO-CHD-002,354809100000035,404000000040595,JIO,30.7420,76.7880
+91980009677,+91980000676,2025-08-29 23:09:17,273,IN,VI-PTA-001,354809100000427,404000000484059,BSNL,30.3750,76.7820
+91700010834,+91990003649,2025-08-29 04:58:19,88,IN,Airtel-LDH-001,354809104519999,404000000119785,JIO,30.9120,75.8530
+91990005106,+91990002040,2025-08-29 11:43:51,6,SMS,Airtel-LDH-002,354809100000490,404000000555330,JIO,30.9250,75.8640
+91850005482,+91850009504,2025-08-29 03:14:16,414,SMS,JIO-CHD-002,354809100000266,404000000301922,Airtel,30.7420,76.7880
+91990010688,+91800000604,2025-08-29 08:14:29,6,IN,BSNL-JAL-001,354809100000546,404000000618682,JIO,30.9530,75.5730
+91700009927,+91800010977,2025-08-29 17:54:08,93,OUT,BSNL-JAL-001,354809100000091,404000000103947,Airtel,30.9530,75.5730
+91700010834,+91800003986,2025-08-29 15:09:19,957,IN,Airtel-LDH-001,354809104519999,404000000119785,JIO,30.9120,75.8530
+91850002311,+91980006818,2025-08-29 17:06:40,1200,IN,JIO-PTK-001,354809100000238,404000000270246,Airtel,31.3260,75.5760
+91800004861,+91700003938,2025-08-29 15:14:41,113,OUT,JIO-CHD-002,354809100000154,404000000175218,BSNL,30.7420,76.7880
+91980010398,+91800005262,2025-08-29 20:03:42,26,SMS,JIO-CHD-MEET,354809100000434,404000000491978,BSNL,30.7380,76.7830
+91700010834,+91990008369,2025-08-29 18:04:26,1,OUT,JIO-CHD-004,354809104519999,404000000119785,JIO,30.7190,76.7620
+91990001551,+91990005283,2025-08-29 05:20:50,65,OUT,Airtel-LDH-001,354809100000455,404000000515735,Airtel,30.9120,75.8530
+91700010526,+91800008226,2025-08-29 13:20:56,96,OUT,JIO-CHD-005,354809100000098,404000000111866,JIO,30.7050,76.7450
+91990008835,+91990000801,2025-08-29 20:45:07,19,IN,Airtel-AMB-001,354809100000532,404000000602844,JIO,30.5200,76.6600
+91800004861,+91990007475,2025-08-29 16:27:54,37,IN,JIO-CHD-004,354809100000154,404000000175218,BSNL,30.7190,76.7620
+91980005802,+91980005647,2025-08-29 08:07:15,95,OUT,VI-PTA-001,354809100000392,404000000444464,JIO,30.3750,76.7820
+91850011508,+91990002040,2025-08-29 21:14:01,82,IN,JIO-CHD-004,354809100000329,404000000373193,Airtel,30.7190,76.7620
+91700008714,+91800009044,2025-08-29 15:38:07,57,SMS,JIO-PTK-001,354809100000084,404000000096028,JIO,31.3260,75.5760
+91700003938,+91980007176,2025-08-29 10:17:34,69,OUT,Airtel-LDH-002,354809104519999,404000000040595,JIO,30.9250,75.8640
+91800002599,+91850006926,2025-08-29 10:19:53,610,IN,Airtel-LDH-002,354809100000126,404000000143542,JIO,30.9250,75.8640
+91700000306,+91980010429,2025-08-29 04:24:17,57,IN,Airtel-LDH-002,354809104512345,404000000001000,JIO,30.9250,75.8640
+91980010398,+91990007475,2025-08-29 21:00:45,72,IN,JIO-CHD-004,354809100000434,404000000491978,BSNL,30.7190,76.7620
+91700008195,+91800007370,2025-08-29 15:41:28,21,OUT,Airtel-LDH-001,354809100000077,404000000088109,BSNL,30.9120,75.8530
+91800000604,+91800002085,2025-08-29 10:55:20,4,OUT,JIO-CHD-002,354809100000112,404000000127704,VI,30.7420,76.7880
+91700003099,+91700001246,2025-08-29 08:43:51,101,OUT,JIO-PHR-001,354809100000021,404000000024757,JIO,31.0150,75.3480
+91850006068,+91990000801,2025-08-30 00:57:00,49,SMS,JIO-CHD-006,354809100000273,404000000309841,JIO,30.6940,76.7270
+91850003325,+91800002085,2025-08-29 19:12:32,99,SMS,JIO-PTK-001,354809100000252,404000000286084,JIO,31.3260,75.5760
+91800005262,+91800002599,2025-08-30 01:11:19,73,OUT,BSNL-JAL-001,354809100000161,404000000183137,JIO,30.9530,75.5730
+91850001457,+91990006728,2025-08-29 09:21:03,46,OUT,JIO-CHD-004,354809100000231,404000000262327,JIO,30.7190,76.7620
+91800007370,+91800003431,2025-08-29 20:32:45,82,OUT,JIO-CHD-003,354809100000182,404000000206894,JIO,30.7510,76.8010
+91980010429,+91850009946,2025-08-30 00:51:03,4,OUT,VI-PTA-001,354809100000441,404000000499897,JIO,30.3750,76.7820
+91980009677,+91990006728,2025-08-29 10:17:24,52,SMS,JIO-PHR-001,354809100000427,404000000484059,BSNL,31.0150,75.3480
+91980009677,+91700003130,2025-08-29 22:28:52,56,IN,Airtel-LDH-002,354809100000427,404000000484059,BSNL,30.9250,75.8640
+91800000604,+91990003057,2025-08-29 06:15:55,50,OUT,JIO-CHD-004,354809100000112,404000000127704,VI,30.7190,76.7620
+91700007836,+91800004861,2025-08-29 19:12:03,147,OUT,JIO-CHD-004,354809104512345,404000000080190,JIO,30.7190,76.7620
+91700001246,+91980010429,2025-08-29 16:48:47,179,IN,JIO-CHD-002,354809100000007,404000000008919,VI,30.7420,76.7880
+91800002599,+91700000306,2025-08-29 04:15:11,397,IN,BSNL-JAL-001,354809100000126,404000000143542,JIO,30.9530,75.5730
+91990003649,+91980006818,2025-08-29 09:55:38,64,OUT,Airtel-AMB-001,354809100000483,404000000547411,JIO,30.5200,76.6600
+91800000604,+91850008066,2025-08-29 13:22:27,474,SMS,BSNL-JAL-001,354809100000112,404000000127704,VI,30.9530,75.5730
+91980005647,+91980006818,2025-08-29 22:49:57,57,IN,Airtel-LDH-002,354809100000385,404000000436545,Airtel,30.9250,75.8640
+91800010977,+91700005350,2025-08-29 18:54:33,977,IN,JIO-CHD-004,354809100000217,404000000246489,Airtel,30.7190,76.7620
+91980010429,+91980005802,2025-08-29 14:40:17,22,OUT,JIO-CHD-006,354809100000441,404000000499897,JIO,30.6940,76.7270
+91850010197,+91980005647,2025-08-29 23:10:45,69,OUT,Airtel-LDH-001,354809100000322,404000000365274,BSNL,30.9120,75.8530
+91700003130,+91850002311,2025-08-29 13:43:31,595,OUT,JIO-CHD-MEET,354809100000028,404000000032676,VI,30.7380,76.7830
+91800006894,+91990005106,2025-08-29 05:58:11,502,OUT,VI-PTA-001,354809104519999,404000000198975,JIO,30.3750,76.7820
+91800004739,+91850011508,2025-08-29 17:24:04,88,SMS,BSNL-JAL-001,354809100000147,404000000167299,JIO,30.9530,75.5730
+91700006802,+91850009504,2025-08-30 01:16:19,112,IN,JIO-CHD-005,354809100000063,404000000072271,Airtel,30.7050,76.7450
+91990010724,+91990002040,2025-08-29 17:08:54,5,OUT,JIO-PHR-001,354809100000553,404000000626601,Airtel,31.0150,75.3480
+91850002678,+91980007956,2025-08-29 17:10:20,60,OUT,JIO-PTK-001,354809100000245,404000000278165,Airtel,31.3260,75.5760
+91850006289,+91700001246,2025-08-29 05:59:10,88,IN,JIO-CHD-004,354809100000280,404000000317760,BSNL,30.7190,76.7620
+91980004860,+91700006750,2025-08-29 19:19:02,10,SMS,VI-PTA-001,354809100000378,404000000428626,JIO,30.3750,76.7820
+91800010849,+91700003938,2025-08-29 10:03:50,25,OUT,JIO-PHR-001,354809100000210,404000000238570,VI,31.0150,75.3480
+91980001895,+91980004860,2025-08-29 02:01:11,1261,OUT,JIO-CHD-001,354809100000350,404000000396950,JIO,30.7333,76.7794
+91980010398,+91990003057,2025-08-29 12:48:12,24,OUT,Airtel-LDH-002,354809100000434,404000000491978,BSNL,30.9250,75.8640
+91990005106,+91800010977,2025-08-29 09:10:00,41,IN,Airtel-LDH-001,354809100000490,404000000555330,JIO,30.9120,75.8530
+91990003057,+91800002085,2025-08-29 04:00:49,119,OUT,Airtel-AMB-001,354809100000476,404000000539492,Airtel,30.5200,76.6600
+91980006818,+91700000306,2025-08-29 06:06:44,136,OUT,JIO-CHD-006,354809100000399,404000000452383,JIO,30.6940,76.7270
+91850006926,+91990001551,2025-08-29 21:21:03,36,OUT,Airtel-LDH-002,354809100000287,404000000325679,JIO,30.9250,75.8640
+91700010834,+91990000801,2025-08-29 18:02:23,118,OUT,Airtel-LDH-002,354809104519999,404000000119785,JIO,30.9250,75.8640
+91850002678,+91800004861,2025-08-29 06:17:46,75,IN,JIO-CHD-MEET,354809104519999,404000000278165,Airtel,30.7380,76.7830
+91800005262,+91850009946,2025-08-29 16:38:44,105,OUT,JIO-CHD-001,354809100000161,404000000183137,JIO,30.7333,76.7794
+91980003026,+91700009927,2025-08-29 15:29:15,92,OUT,Airtel-AMB-001,354809100000364,404000000412788,Airtel,30.5200,76.6600
+91980010429,+91980002950,2025-08-29 22:37:29,95,IN,JIO-CHD-MEET,354809100000441,404000000499897,JIO,30.7380,76.7830
+91990010688,+91800000604,2025-08-29 22:40:27,72,IN,BSNL-HSP-001,354809100000546,404000000618682,JIO,31.1050,75.7040
+91980010429,+91800002085,2025-08-29 15:57:10,46,IN,BSNL-JAL-001,354809100000441,404000000499897,JIO,30.9530,75.5730
+91700001883,+91990005690,2025-08-29 11:05:44,111,OUT,JIO-CHD-MEET,354809100000014,404000000016838,JIO,30.7380,76.7830
+91990009579,+91990008369,2025-08-29 03:47:57,479,OUT,JIO-PTK-001,354809100000539,404000000610763,Airtel,31.3260,75.5760
+91850006068,+91700006802,2025-08-30 00:28:58,41,OUT,Airtel-LDH-002,354809100000273,404000000309841,JIO,30.9250,75.8640
+91980005647,+91800009709,2025-08-29 21:52:32,13,IN,Airtel-LDH-002,354809100000385,404000000436545,Airtel,30.9250,75.8640
+91800006689,+91800000604,2025-08-29 19:35:50,94,IN,VI-PTA-001,354809100000168,404000000191056,JIO,30.3750,76.7820
+91700005168,+91980007956,2025-08-29 09:15:07,58,OUT,JIO-CHD-001,354809100000042,404000000048514,JIO,30.7333,76.7794
+91980001895,+91850002311,2025-08-29 07:46:43,77,IN,JIO-CHD-MEET,354809100000350,404000000396950,JIO,30.7380,76.7830
+91850001457,+91800004861,2025-08-29 02:34:39,72,OUT,JIO-CHD-003,354809100000231,404000000262327,JIO,30.7510,76.8010
+91990010688,+91850005482,2025-08-29 19:15:37,82,IN,BSNL-HSP-001,354809100000546,404000000618682,JIO,31.1050,75.7040
+91980000676,+91700008714,2025-08-29 10:59:15,460,IN,JIO-CHD-002,354809100000336,404000000381112,JIO,30.7420,76.7880
+91700008714,+91700001246,2025-08-29 12:10:06,73,IN,Airtel-LDH-001,354809100000084,404000000096028,JIO,30.9120,75.8530
+91990003649,+91700005168,2025-08-29 14:42:50,364,OUT,Airtel-LDH-001,354809100000483,404000000547411,JIO,30.9120,75.8530
+91990003043,+91980002950,2025-08-29 18:51:41,10,IN,JIO-LDH-001,354809100000469,404000000531573,JIO,30.8890,75.8210
+91700006750,+91980010398,2025-08-29 03:18:57,66,SMS,JIO-CHD-001,354809100000056,404000000064352,BSNL,30.7333,76.7794
+91850006289,+91700003099,2025-08-29 12:19:06,6,SMS,JIO-CHD-003,354809100000280,404000000317760,BSNL,30.7510,76.8010
+91850004460,+91980001661,2025-08-29 03:45:00,87,IN,BSNL-JAL-001,354809100000259,404000000294003,JIO,30.9530,75.5730
+91800010977,+91850008066,2025-08-29 08:52:05,360,IN,JIO-LDH-001,354809100000217,404000000246489,Airtel,30.8890,75.8210
+91850003325,+91800005262,2025-08-29 02:25:24,123,IN,JIO-CHD-003,354809100000252,404000000286084,JIO,30.7510,76.8010
+91800010977,+91990010688,2025-08-29 11:54:47,65,SMS,JIO-PHR-001,354809100000217,404000000246489,Airtel,31.0150,75.3480
+91980001895,+91800009709,2025-08-29 16:50:01,231,SMS,JIO-CHD-002,354809100000350,404000000396950,JIO,30.7420,76.7880
+91990003057,+91800009044,2025-08-29 13:54:43,110,SMS,JIO-CHD-003,354809100000476,404000000539492,Airtel,30.7510,76.8010
+91800006689,+91700005350,2025-08-29 23:01:41,23,OUT,BSNL-HSP-001,354809100000168,404000000191056,JIO,31.1050,75.7040
+91990001551,+91980007956,2025-08-29 06:02:34,77,OUT,Airtel-LDH-002,354809100000455,404000000515735,Airtel,30.9250,75.8640
+91800010849,+91800006894,2025-08-29 04:38:56,32,OUT,JIO-CHD-002,354809104512345,404000000238570,VI,30.7420,76.7880
+91980005647,+91980010429,2025-08-29 05:12:58,591,SMS,Airtel-LDH-002,354809100000385,404000000436545,Airtel,30.9250,75.8640
+91980007956,+91800009044,2025-08-29 10:25:59,0,IN,JIO-PTK-001,354809100000413,404000000468221,JIO,31.3260,75.5760
+91700006750,+91990007475,2025-08-29 09:46:10,137,SMS,JIO-CHD-MEET,354809100000056,404000000064352,BSNL,30.7380,76.7830
+91990005106,+91800006689,2025-08-29 22:37:38,1327,OUT,Airtel-AMB-001,354809100000490,404000000555330,JIO,30.5200,76.6600
+91850000697,+91850001457,2025-08-29 20:52:44,601,OUT,JIO-CHD-006,354809100000224,404000000254408,JIO,30.6940,76.7270
+91700007836,+91700008195,2025-08-29 14:59:16,431,IN,Airtel-LDH-001,354809104512345,404000000080190,JIO,30.9120,75.8530
+91990003043,+91850004460,2025-08-29 03:51:46,109,IN,JIO-CHD-002,354809100000469,404000000531573,JIO,30.7420,76.7880
+91990001551,+91990007475,2025-08-29 10:47:28,16,IN,VI-PTA-001,354809100000455,404000000515735,Airtel,30.3750,76.7820
+91800005262,+91800010977,2025-08-29 08:50:28,106,IN,Airtel-LDH-001,354809100000161,404000000183137,JIO,30.9120,75.8530
+91800004739,+91980007176,2025-08-29 14:36:49,1682,OUT,Airtel-LDH-002,354809100000147,404000000167299,JIO,30.9250,75.8640
+91990003649,+91800009044,2025-08-29 07:05:50,460,IN,JIO-CHD-002,354809100000483,404000000547411,JIO,30.7420,76.7880
+91980001661,+91800006894,2025-08-29 17:46:26,7,OUT,JIO-CHD-005,354809100000343,404000000389031,JIO,30.7050,76.7450
+91990003649,+91990007475,2025-08-29 05:35:02,745,IN,Airtel-LDH-001,354809100000483,404000000547411,JIO,30.9120,75.8530
+91700005168,+91800009709,2025-08-29 10:02:47,467,SMS,JIO-CHD-001,354809100000042,404000000048514,JIO,30.7333,76.7794
+91990006728,+91800002599,2025-08-29 02:32:45,73,OUT,JIO-CHD-002,354809100000511,404000000579087,JIO,30.7420,76.7880
+91700006802,+91990005283,2025-08-29 17:02:20,105,OUT,JIO-PHR-001,354809100000063,404000000072271,Airtel,31.0150,75.3480
+91990010688,+91800003431,2025-08-29 05:26:33,22,OUT,JIO-CHD-001,354809100000546,404000000618682,JIO,30.7333,76.7794
+91700008714,+91700003938,2025-08-29 18:41:38,66,OUT,JIO-CHD-003,354809100000084,404000000096028,JIO,30.7510,76.8010
+91800008226,+91990008835,2025-08-29 15:42:41,476,IN,Airtel-LDH-001,354809100000189,404000000214813,JIO,30.9120,75.8530
+91700003099,+91850010197,2025-08-29 20:47:50,67,OUT,JIO-CHD-003,354809100000021,404000000024757,JIO,30.7510,76.8010
+91850011508,+91700007836,2025-08-29 23:48:05,459,IN,Airtel-AMB-001,354809100000329,404000000373193,Airtel,30.5200,76.6600
+91850003325,+91800002085,2025-08-29 17:25:58,107,SMS,JIO-CHD-HOME,354809100000252,404000000286084,JIO,30.7280,76.7750
+91850002311,+91850008066,2025-08-29 04:30:07,593,SMS,JIO-CHD-001,354809100000238,404000000270246,Airtel,30.7333,76.7794
+91980001661,+91990010688,2025-08-29 20:42:14,237,IN,JIO-CHD-006,354809100000343,404000000389031,JIO,30.6940,76.7270
+91850002678,+91800009044,2025-08-29 22:52:23,166,OUT,VI-PTA-001,354809104519999,404000000278165,Airtel,30.3750,76.7820
+91800003986,+91700007836,2025-08-30 00:36:15,122,IN,JIO-PHR-001,354809104512345,404000000159380,JIO,31.0150,75.3480
+91800006689,+91700009927,2025-08-29 14:12:43,538,OUT,Airtel-LDH-002,354809100000168,404000000191056,JIO,30.9250,75.8640
+91990006728,+91850002678,2025-08-29 06:40:27,63,OUT,JIO-CHD-003,354809100000511,404000000579087,JIO,30.7510,76.8010
+91800004861,+91850006068,2025-08-29 08:47:52,393,OUT,JIO-PTK-001,354809100000154,404000000175218,BSNL,31.3260,75.5760
+91850008729,+91980007176,2025-08-29 18:58:42,101,IN,Airtel-LDH-001,354809100000301,404000000341517,Airtel,30.9120,75.8530
+91980003026,+91990005283,2025-08-29 22:19:36,190,SMS,JIO-PTK-001,354809100000364,404000000412788,Airtel,31.3260,75.5760
+91800004739,+91850006289,2025-08-29 02:13:32,63,OUT,JIO-LDH-001,354809100000147,404000000167299,JIO,30.8890,75.8210
+91980005647,+91850008066,2025-08-29 21:56:43,1,OUT,Airtel-LDH-002,354809100000385,404000000436545,Airtel,30.9250,75.8640
+91800003986,+91980009677,2025-08-30 01:42:19,78,IN,JIO-CHD-002,354809100000140,404000000159380,JIO,30.7420,76.7880
+91800003431,+91800002599,2025-08-29 15:46:50,1559,IN,JIO-PHR-001,354809100000133,404000000151461,JIO,31.0150,75.3480
+91800004861,+91980005647,2025-08-30 00:40:59,91,SMS,JIO-PHR-001,354809100000154,404000000175218,BSNL,31.0150,75.3480
+91800006689,+91980004860,2025-08-29 20:13:10,103,OUT,BSNL-JAL-001,354809100000168,404000000191056,JIO,30.9530,75.5730
+91700003938,+91850011508,2025-08-29 03:10:56,1011,IN,JIO-CHD-005,354809100000035,404000000040595,JIO,30.7050,76.7450
+91800005262,+91990003043,2025-08-29 10:33:13,75,OUT,JIO-CHD-001,354809100000161,404000000183137,JIO,30.7333,76.7794
+91850000697,+91700001883,2025-08-29 09:52:40,15,OUT,JIO-LDH-001,354809100000224,404000000254408,JIO,30.8890,75.8210
+91700006750,+91980004860,2025-08-29 23:27:06,46,OUT,BSNL-JAL-001,354809100000056,404000000064352,BSNL,30.9530,75.5730
+91990005106,+91850001457,2025-08-29 01:54:48,122,OUT,JIO-CHD-005,354809100000490,404000000555330,JIO,30.7050,76.7450
+91850008729,+91700000306,2025-08-29 07:10:54,84,OUT,JIO-PTK-001,354809100000301,404000000341517,Airtel,31.3260,75.5760
+91980002950,+91990009579,2025-08-29 15:24:24,48,OUT,BSNL-JAL-001,354809100000357,404000000404869,Airtel,30.9530,75.5730
+91800009044,+91980006818,2025-08-29 12:04:19,87,SMS,JIO-CHD-005,354809100000196,404000000222732,JIO,30.7050,76.7450
+91980000676,+91850001457,2025-08-29 03:00:41,23,IN,BSNL-JAL-001,354809100000336,404000000381112,JIO,30.9530,75.5730
+91850009946,+91700000306,2025-08-29 20:15:44,41,OUT,JIO-CHD-004,354809100000315,404000000357355,JIO,30.7190,76.7620
+91980002950,+91700008195,2025-08-30 00:09:49,119,IN,JIO-CHD-003,354809100000357,404000000404869,Airtel,30.7510,76.8010
+91980002950,+91800002599,2025-08-29 18:55:47,1986,OUT,JIO-PTK-001,354809100000357,404000000404869,Airtel,31.3260,75.5760
+91990003043,+91700000306,2025-08-29 03:34:00,70,IN,BSNL-HSP-001,354809100000469,404000000531573,JIO,31.1050,75.7040
+91800002599,+91700007836,2025-08-29 09:29:18,32,OUT,Airtel-AMB-001,354809100000126,404000000143542,JIO,30.5200,76.6600
+91800002085,+91850009946,2025-08-29 02:33:21,117,IN,Airtel-LDH-002,354809100000119,404000000135623,JIO,30.9250,75.8640
+91990008835,+91800000604,2025-08-29 18:02:22,61,OUT,JIO-CHD-MEET,354809100000532,404000000602844,JIO,30.7380,76.7830
+91800007370,+91850002678,2025-08-29 02:24:19,76,SMS,Airtel-LDH-002,354809100000182,404000000206894,JIO,30.9250,75.8640
+91980010429,+91700003099,2025-08-29 04:58:12,355,OUT,JIO-CHD-001,354809100000441,404000000499897,JIO,30.7333,76.7794
+91980009677,+91990005690,2025-08-29 10:41:12,75,SMS,BSNL-JAL-001,354809100000427,404000000484059,BSNL,30.9530,75.5730
+91850008729,+91990005690,2025-08-29 04:57:18,503,OUT,Airtel-AMB-001,354809100000301,404000000341517,Airtel,30.5200,76.6600
+91980010429,+91800008226,2025-08-29 21:53:49,820,IN,JIO-CHD-003,354809100000441,404000000499897,JIO,30.7510,76.8010
+91990005106,+91700001246,2025-08-29 17:39:47,98,IN,Airtel-AMB-001,354809100000490,404000000555330,JIO,30.5200,76.6600
+91800003431,+91800004861,2025-08-29 03:01:40,67,IN,JIO-CHD-004,354809100000133,404000000151461,JIO,30.7190,76.7620
+91990008369,+91980010429,2025-08-29 23:25:38,27,IN,JIO-PHR-001,354809100000525,404000000594925,VI,31.0150,75.3480
+91980005802,+91850009946,2025-08-29 03:00:11,11,OUT,JIO-CHD-002,354809100000392,404000000444464,JIO,30.7420,76.7880
+91990010688,+91850000697,2025-08-30 00:07:49,1422,OUT,JIO-CHD-004,354809100000546,404000000618682,JIO,30.7190,76.7620
